user_id,title,pickIndex,isbn
236,죽은 경제학자의 살아있는 아이디어 (현대 경제사상의 이해를 위한 입문서),0,
219,모순 (양귀자 장편소설),0,9788998441012.0
219,모순 (양귀자 장편소설),0,9788998441104.0
219,완벽에 관하여 (훌륭한 것을 만들어내는 일에 대한 뉴욕 목수의 이야기),0,
236,사람들은 세상의 종말에 익숙하다 (마르탱 파주 장편소설),1,
500,대불호텔의 유령 (강화길 장편소설),0,
396,"객체지향의 사실과 오해 (역할, 책임, 협력 관점에서 본 객체지향)",0,9788998139766.0
387,Know My Name: A Memoir (A Memoir),0,
400,그리스 로마 신화와 서양 문화 (서양 문화의 산책길에서 그리스 로마 신화를 읽다),0,
396,이것이 취업을 위한 코딩 테스트다 with 파이썬 (취업과 이직을 결정하는 알고리즘 인터뷰 완벽 가이드),0,9791162243077.0
396,"핸즈온 머신러닝 (사이킷런, 케라스, 텐서플로 2를 활용한 머신러닝, 딥러닝 완벽 실무)",0,
330,"푸바오, 언제나 사랑해",1,9791171253128.0
330,전지적 푸바오 시점 (작은할부지 송바오가 전하는 푸바오의 뚠빵한 하루),3,
404,내게 무해한 사람 (최은영 소설),0,
404,Clean Code(클린 코드) (애자일 소프트웨어 장인 정신),0,9788966260959.0
321,"물고기는 존재하지 않는다 (상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기)",0,
407,서른과 마흔 사이(10주년 기념 에디션) (30대에 이루지 못하면 평생 후회하는 70가지),0,
407,전략적 가치 투자 (Value Timer의),0,
409,어떻게 살 것인가 (힐링에서 스탠딩으로!),0,9788965132288.0
409,자학의 시 2,0,
409,딸에게 보내는 심리학 편지 (30년 동안 미처 하지 못했던 그러나 꼭 해 주고 싶은 이야기들),0,
409,"사랑의 인문학 (사랑, 그 끊임없는 발견을 위하여)",0,
409,트렌드 코리아 2024 (2024 대한민국 소비트렌드 전망),0,
321,To Kill a Mockingbird (* Winner of the Pulitzer Prize *),0,
191,보통의 언어들 (나를 숨 쉬게 하는),0,
191,달러구트 꿈 백화점 1 (주문하신 꿈은 매진입니다),0,9791165341909.0
191,"아무튼, 여름 (내가 그리워한 건 여름이 아니라 여름의 나였다)",0,9791188343317.0
191,너의 고독 속으로 달아나라 (노재희 소설집),0,
191,인간 실격,0,9788937461033.0
191,인간 실격,0,9788931024838.0
191,인간 실격,0,9791187036463.0
191,인간 실격,0,9791193130810.0
191,인간 실격,0,9788961704861.0
191,우리가 빛의 속도로 갈 수 없다면 (김초엽 소설),0,
191,천문학자는 별을 보지 않는다,0,9788954677257.0
191,1984,0,9788937460777.0
191,1984,0,9791170403289.0
191,1984,0,9788954609166.0
191,1984,0,9788976828682.0
191,1984,0,9788952247377.0
191,1984,0,9788955827125.0
191,1984,0,9791195058198.0
191,1984,0,9788961703420.0
191,지구에서 한아뿐 (정세랑 장편소설),0,9791188862290.0
191,바다는 잘 있습니다 (이병률 시집),0,9788932030395.0
191,파과 (구병모 장편소설),0,9791162203620.0
191,눈의 무게 (크리스티앙 게 폴리캥 장편소설),0,
191,지적자본론 (모든 사람이 디자이너가 되는 미래),0,9788937432231.0
191,습관의 디테일 (위대한 변화를 만드는 사소한 행동 설계),0,
219,사랑의 기술,0,9788931011623.0
219,사랑의 기술,0,9788930705981.0
191,어른의 대화법 (상처받지 않고 상처 주지 않는 소통의 기술),0,
191,젊은 ADHD의 슬픔 (정지음 에세이),0,
191,이방인,0,9791171179664.0
191,이방인,0,9791170800538.0
191,이방인,0,9788961703192.0
191,이방인,0,9788992295055.0
410,구의 증명,0,9791167372864.0
395,구의 증명 (최진영 소설),1,
399,넛지,0,9788901227542.0
396,코딩 인터뷰 완전 분석 (189가지 프로그래밍 문제와 해법),1,9788966263080.0
321,구의 증명,0,9791167372864.0
219,"나무 다시 보기를 권함 (페터 볼레벤이 전하는, 나무의 언어로 자연을 이해하는 법)",0,
